,name,price,point,home_team,away_team,bookmakers.title,commence_time,price1,point1,price2,point2
387,Under,1.91,149.5,SE Louisiana Lions,Mcneese St Mcneese,BetMGM,2022-01-07T23:00:00Z,1.92,147.0,1.92,148.5
388,Over,1.91,149.0,SE Louisiana Lions,Mcneese St Mcneese,BetUS,2022-01-07T23:00:00Z,1.87,147.0,1.91,149.0
389,Under,1.91,149.0,SE Louisiana Lions,Mcneese St Mcneese,BetUS,2022-01-07T23:00:00Z,1.87,147.0,1.91,149.0
390,Over,1.91,149.0,SE Louisiana Lions,Mcneese St Mcneese,Bovada,2022-01-07T23:00:00Z,1.91,147.5,1.87,149.0
391,Under,1.91,149.0,SE Louisiana Lions,Mcneese St Mcneese,Bovada,2022-01-07T23:00:00Z,1.91,147.5,1.87,149.0
392,Over,1.87,148.5,SE Louisiana Lions,Mcneese St Mcneese,FanDuel,2022-01-07T23:00:00Z,1.88,143.0,1.91,148.5
393,Under,1.95,148.5,SE Louisiana Lions,Mcneese St Mcneese,FanDuel,2022-01-07T23:00:00Z,1.93,143.0,1.91,148.5
394,Over,1.92,149.0,SE Louisiana Lions,Mcneese St Mcneese,GTbets,2022-01-07T23:00:00Z,1.91,143.5,1.93,141.5
395,Under,1.92,149.0,SE Louisiana Lions,Mcneese St Mcneese,GTbets,2022-01-07T23:00:00Z,1.91,143.5,1.88,141.5
396,Over,1.88,149.5,SE Louisiana Lions,Mcneese St Mcneese,Unibet,2022-01-07T23:00:00Z,1.88,143.0,1.91,141.5
397,Under,1.87,149.5,SE Louisiana Lions,Mcneese St Mcneese,Unibet,2022-01-07T23:00:00Z,1.93,143.0,1.91,141.5
398,Over,1.85,142.0,Youngstown St Penguins,Fort Wayne Mastodons,Unibet,2022-01-08T00:00:00Z,1.91,143.5,1.93,141.5
399,Under,1.89,142.0,Youngstown St Penguins,Fort Wayne Mastodons,Unibet,2022-01-08T00:00:00Z,1.91,143.5,1.88,141.5
400,Over,1.91,142.5,Youngstown St Penguins,Fort Wayne Mastodons,William Hill (US),2022-01-08T00:00:00Z,1.83,142.5,1.91,141.5
401,Under,1.91,142.5,Youngstown St Penguins,Fort Wayne Mastodons,William Hill (US),2022-01-08T00:00:00Z,2.0,142.5,1.91,141.5
402,,,,,,,,1.91,143.5,1.91,141.5
403,,,,,,,,1.91,143.5,1.91,141.5
404,,,,,,,,1.91,143.5,1.85,142.0
405,,,,,,,,1.91,143.5,2.0,142.0
406,,,,,,,,1.92,143.5,1.94,142.5
407,,,,,,,,1.92,143.5,1.88,142.5
408,,,,,,,,1.91,143.5,1.92,141.5
409,,,,,,,,1.91,143.5,1.92,141.5
410,,,,,,,,1.88,143.0,1.91,141.5
411,,,,,,,,1.93,143.0,1.91,141.5
412,,,,,,,,1.88,143.0,1.93,141.5
413,,,,,,,,1.93,143.0,1.88,141.5
414,,,,,,,,1.85,143.0,1.93,141.5
415,,,,,,,,1.9,143.0,1.88,141.5
416,,,,,,,,1.91,143.5,1.89,141.5
417,,,,,,,,1.91,143.5,1.85,141.5
418,,,,,,,,1.91,143.5,1.91,141.5
419,,,,,,,,1.91,143.5,1.91,141.5
420,,,,,,,,1.91,149.5,1.91,141.5
421,,,,,,,,1.91,149.5,1.91,141.5
422,,,,,,,,1.91,149.0,1.91,148.5
423,,,,,,,,1.91,149.0,1.91,148.5
424,,,,,,,,1.91,149.0,1.91,148.5
425,,,,,,,,1.91,149.0,1.91,148.5
426,,,,,,,,1.87,148.5,1.91,149.0
427,,,,,,,,1.95,148.5,1.91,149.0
428,,,,,,,,1.92,149.0,1.87,148.5
429,,,,,,,,1.92,149.0,1.95,148.5
430,,,,,,,,1.91,149.0,1.92,148.5
431,,,,,,,,1.91,149.0,1.92,148.5
432,,,,,,,,1.88,148.5,1.91,149.0
433,,,,,,,,1.87,148.5,1.91,149.0
434,,,,,,,,1.91,149.0,1.88,148.5
435,,,,,,,,1.91,149.0,1.87,148.5
436,,,,,,,,1.89,142.5,1.91,148.5
437,,,,,,,,1.85,142.5,1.91,148.5
438,,,,,,,,1.91,142.5,1.91,149.0
439,,,,,,,,1.91,142.5,1.91,149.0
440,,,,,,,,,,1.89,142.5
441,,,,,,,,,,1.85,142.5
442,,,,,,,,,,1.91,142.5
443,,,,,,,,,,1.91,142.5
